ID,Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian
1437,5,5,-0.79151,-0.57545,0.29338,0.28783,-1.13788,1.86203,0.40148,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1438,1,2,1.23461,-0.43999,0.29338,0.43852,-0.14277,-0.71126,1.2247,CL3,CL2,CL0,CL3,CL6,CL3,CL5,CL2,CL0,CL2,CL2,CL0,CL3,CL0,CL6,CL3,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1439,1,6,-1.86962,1.11406,0.7233,-0.91699,1.13407,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL2,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL4,CL4,CL1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1440,1,6,-0.67825,0.63779,-0.01928,-1.21213,-0.78155,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL4,CL5,CL5,CL0,CL0,CL3,CL0,CL4,CL4,CL3,CL0,CL3,CL4,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1441,3,8,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1442,4,8,-1.1943,-0.15487,0.14143,1.45039,1.30612,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1443,2,8,1.02119,-0.94779,-0.71727,1.2861,0.93949,-1.37983,-1.54858,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1444,3,9,-0.46725,0.96248,0.7233,0.94156,0.58489,-0.71126,-1.18084,CL6,CL1,CL0,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1445,3,8,-0.67825,-0.43999,-1.11902,1.81866,0.93949,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1446,4,8,-1.43907,0.16767,0.29338,0.94156,1.13407,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1447,2,8,-0.67825,0.96248,0.29338,1.11406,2.04506,0.19268,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1448,2,8,0.04257,0.63779,-1.11902,-0.60633,1.81175,-0.21712,0.07987,CL4,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1449,2,7,-1.1943,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654,CL5,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1450,1,8,-0.58016,0.16767,-0.84732,0.59042,0.7583,-0.21712,-0.21575,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1451,2,8,-1.05308,1.11406,0.88309,-1.07533,1.46191,-0.21712,-0.52593,CL5,CL2,CL2,CL0,CL5,CL2,CL6,CL3,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL2,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1452,2,9,-1.05308,-0.57545,-0.01928,1.11406,1.81175,-1.37983,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1453,1,6,0.41667,-0.43999,2.15324,-1.92595,2.33337,1.29221,1.92173,CL3,CL3,CL0,CL2,CL6,CL5,CL6,CL3,CL2,CL2,CL3,CL3,CL4,CL4,CL6,CL3,CL6,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1454,1,7,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1455,2,9,-0.46725,0.00332,-0.17779,0.76096,0.7583,-0.71126,-0.52593,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1456,1,5,0.73545,-0.69509,1.43533,2.03972,-0.40581,-0.71126,1.92173,CL5,CL4,CL0,CL3,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL4,CL6,CL5,CL3,CL4,CL5,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1457,4,8,-2.05048,0.63779,0.14143,1.45039,1.63088,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1458,2,9,0.52135,-1.09207,-0.45174,1.81866,0.41594,-1.37983,0.40148,CL4,CL1,CL0,CL1,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1459,2,7,-1.32828,-0.57545,-0.17779,0.43852,1.13407,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1460,1,7,-0.92104,0.80523,-0.01928,1.11406,-0.65253,-0.21712,-0.84637,CL5,CL2,CL2,CL3,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1461,3,9,-2.05048,1.58487,0.14143,0.13136,0.7583,0.19268,-0.84637,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1462,5,8,0.13606,0.63779,0.88309,0.28783,-0.78155,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1463,2,8,0.13606,0.16767,-0.45174,0.43852,0.12331,-0.71126,0.40148,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL0,CL2,CL0,CL5,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1464,1,6,-1.1943,0.80523,0.88309,0.94156,0.41594,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1465,2,8,-2.75696,1.2861,-0.58331,0.76096,-0.52745,0.52975,0.07987,CL4,CL1,CL1,CL0,CL5,CL0,CL3,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1466,2,6,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575,CL3,CL0,CL0,CL6,CL5,CL6,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL3,CL0,CL4,CL0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1467,1,7,-0.58016,0.32197,0.7233,-0.15487,0.58489,-1.37983,-0.52593,CL5,CL0,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1468,5,7,-1.86962,0.80523,0.88309,1.61108,0.93949,-0.21712,0.07987,CL4,CL1,CL0,CL4,CL3,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL4,CL1,CL0,CL1,CL0,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1469,2,8,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593,CL4,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1470,1,7,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1471,6,7,-1.86962,-0.15487,-0.58331,2.46262,0.41594,-1.37983,-2.07848,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1472,5,8,-0.79151,-0.30033,0.29338,0.28783,1.46191,-0.21712,-0.84637,CL5,CL2,CL2,CL0,CL6,CL4,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL1,CL0,CL2,CL1,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1473,1,6,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,CL6,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL3,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1474,2,8,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987,CL6,CL0,CL0,CL3,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1475,4,6,1.02119,-0.69509,-0.84732,-1.21213,0.7583,1.86203,1.2247,CL4,CL4,CL5,CL5,CL6,CL4,CL0,CL2,CL0,CL4,CL0,CL3,CL6,CL2,CL0,CL2,CL1,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1476,2,6,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,1.29221,1.2247,CL5,CL6,CL3,CL4,CL5,CL2,CL5,CL4,CL2,CL5,CL4,CL3,CL3,CL3,CL4,CL3,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1477,2,5,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,CL5,CL2,CL0,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL0,CL2,CL5,CL0,CL2,CL6,CL0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1478,1,6,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL6,CL0,CL3,CL3,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1479,1,6,-0.92104,1.45421,1.65653,-0.01729,-0.52745,1.86203,1.92173,CL6,CL3,CL2,CL2,CL6,CL6,CL4,CL3,CL0,CL5,CL2,CL0,CL3,CL3,CL3,CL3,CL5,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1480,3,5,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637,CL5,CL3,CL0,CL3,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1481,2,6,1.37297,0.32197,0.7233,0.94156,0.12331,-0.71126,0.07987,CL3,CL2,CL0,CL6,CL6,CL2,CL4,CL2,CL2,CL3,CL2,CL0,CL2,CL2,CL6,CL3,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1482,4,7,1.60383,-2.32338,0.14143,-0.01729,-2.04506,0.88113,-2.07848,CL4,CL1,CL0,CL1,CL2,CL6,CL6,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1483,4,9,-0.92104,0.00332,0.14143,0.13136,0.7583,-0.21712,-0.21575,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1484,2,7,-0.24649,0.47617,0.7233,1.61108,-0.14277,-0.71126,0.7654,CL5,CL4,CL3,CL0,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL0,CL0,CL3,CL5,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1485,3,5,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2,CL3,CL1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1486,2,9,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1487,1,6,-1.1943,1.11406,1.24033,-1.6209,-0.65253,0.52975,1.2247,CL6,CL3,CL2,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL4,CL6,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1488,2,7,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1489,1,7,0.73545,0.00332,-0.17779,-1.07533,0.58489,1.29221,-0.52593,CL6,CL5,CL3,CL5,CL6,CL6,CL5,CL4,CL0,CL6,CL3,CL4,CL5,CL4,CL3,CL4,CL6,CL0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1490,2,6,-0.46725,-0.43999,-0.17779,-1.772,-1.25773,1.86203,1.92173,CL6,CL0,CL0,CL2,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL3,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1491,2,9,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,CL5,CL1,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL1,CL1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1492,1,8,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247,CL5,CL0,CL2,CL0,CL5,CL1,CL6,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1493,1,6,1.49158,-0.57545,-0.71727,-0.45321,-1.5184,1.29221,0.7654,CL6,CL4,CL0,CL5,CL4,CL6,CL6,CL0,CL0,CL6,CL0,CL0,CL3,CL5,CL0,CL3,CL3,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1494,4,6,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.2247,CL4,CL5,CL2,CL3,CL6,CL4,CL5,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1495,1,6,2.127,-0.94779,-0.45174,-0.30172,-1.64101,1.29221,0.07987,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL4,CL4,CL3,CL0,CL2,CL3,CL0,CL2,CL0,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1496,1,6,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.7654,CL5,CL6,CL6,CL4,CL6,CL5,CL6,CL4,CL0,CL5,CL0,CL5,CL6,CL4,CL3,CL3,CL6,CL2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1497,1,6,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,CL4,CL2,CL2,CL0,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1498,2,8,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,CL5,CL5,CL0,CL0,CL5,CL0,CL6,CL5,CL0,CL5,CL0,CL0,CL5,CL4,CL0,CL3,CL0,CL0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1499,4,1,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,CL5,CL4,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL6,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1500,4,7,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1501,2,9,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1502,1,6,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL3,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1503,1,7,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1504,2,7,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,CL6,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL0,CL5,CL2,CL3,CL4,CL5,CL3,CL2,CL5,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1505,1,7,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL5,CL6,CL2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1506,3,5,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,CL5,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1507,4,9,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL4,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1508,1,2,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,CL4,CL0,CL0,CL6,CL6,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1509,1,7,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,CL6,CL0,CL3,CL3,CL6,CL3,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1510,2,5,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,CL5,CL1,CL1,CL4,CL5,CL6,CL5,CL2,CL1,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL2,CL1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1511,2,6,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1512,1,7,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL5,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1513,1,1,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,CL6,CL0,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL3,CL4,CL3,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1514,1,6,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,CL3,CL0,CL0,CL2,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL6,CL2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1515,2,4,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1516,1,6,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,CL6,CL5,CL0,CL6,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1517,1,4,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,CL5,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL6,CL3,CL3,CL6,CL3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1518,4,9,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,CL5,CL3,CL1,CL2,CL6,CL3,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL1,CL5,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1519,1,5,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,CL6,CL0,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL3,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1521,1,6,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,CL5,CL3,CL2,CL2,CL6,CL2,CL6,CL5,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1522,1,5,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,CL5,CL5,CL0,CL4,CL5,CL6,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL5,CL2,CL5,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1523,2,5,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1524,1,6,0.82562,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,CL4,CL6,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL3,CL2,CL0,CL5,CL5,CL3,CL5,CL6,CL3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1525,1,4,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,CL2,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL3,CL6,CL2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1526,1,2,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,CL6,CL4,CL0,CL0,CL6,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,CL6,CL0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1527,1,4,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,CL5,CL3,CL0,CL3,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL4,CL3,CL0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1528,1,6,0.91093,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,CL6,CL3,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
